rel_entidade;tipo;natureza;identificacao;descricao;data_aquisicao;rel_orgao;situacao;valor_atual;tipo_aquisicao
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS; -; Modulo gprs motorola; 09/10/2008; BENS INSERVÍVEIS; Baixado;R$ 600,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS; -; Modulo gprs motorola; 09/10/2008; BENS INSERVÍVEIS; Baixado;R$ 600,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS; -; Modulo gprs motorola; 09/10/2008; BENS INSERVÍVEIS; Baixado;R$ 600,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;925; Arquivo 4 gavetas metal epox; 15/09/2008; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 261,23; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;962; Arquivo 4 gavetas metal epox; 15/09/2008; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 261,23; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;963; Arquivo 4 gavetas metal epox; 15/09/2008; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 39,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1237; Arquivo 4 gavetas metal epx.; 15/09/2008; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 39,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;183; Armario alto 2 pts c/chave; 15/09/2008; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;90; Armario alto 2 pts c/chave; 15/09/2008; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;380; Arquivo 4 gav. metal pint epox; 15/09/2008; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 39,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS MÉDICOS;1045; Central de nebulização MD 4 super; 05/09/2008; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 360,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS; -; Porta de segurança de ferro s/8 galvanizada de 2,00X2,08; 02/09/2008; BENS INSERVÍVEIS; Baixado;R$ 930,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS; -; Porta de segurança de ferro 5/8 galvanizada de 2,00X2,08; 02/09/2008; BENS INSERVÍVEIS; Baixado;R$ 930,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS; -; Porta de segurança de ferro 5/8 galvanizada de 2,00X2,08; 02/09/2008; BENS INSERVÍVEIS; Baixado;R$ 930,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; EQUIPAMENTOS DOMÉSTICOS; -; Porta de segurança de ferro 5/8 galvanizada de 2,00X2,08; 02/09/2008; BENS INSERVÍVEIS; Baixado;R$ 930,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS; -; Bracket 19 fechado 32v p 660; 07/08/2008; BENS INSERVÍVEIS; Baixado;R$ 1.290,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS; -; Impressora laser 4200; 15/07/2008; BENS INSERVÍVEIS; Baixado;R$ 495,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS; -; Impressora laser 4200; 15/07/2008; BENS INSERVÍVEIS; Baixado;R$ 495,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Placa em aço inox c/brasão colorido 50X60 para identificação do centro administrativo; 08/07/2008; BENS INSERVÍVEIS; Baixado;R$ 1.280,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1029; Armario 2 pts c/chave azul; 03/07/2008; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1335; Armario 2 pts c/chave azul; 03/07/2008; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1215; Armario 2 pts c/chave azul; 03/07/2008; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1070; Arquivo 4 gavetas MDP azul; 03/07/2008; BENS INSERVÍVEIS; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4759; Arquivo 4 gavetas MDP azul; 03/07/2008; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4645; Arquivo 4 gavetas MDP azul; 03/07/2008; MANUTENÇÃO DO GABINETE DO PREFEITO; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;262; Cadeira giratoria executiva couro; 03/07/2008; BENS INSERVÍVEIS; Baixado;R$ 329,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;391; Armario 2pts c/chave azul; 03/07/2008; DIRETORIA DE MEIO AMBIENTE; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;143; Armario 2pts c/chave azul; 03/07/2008; MANUTENÇÃO DO GABINETE DO PREFEITO; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;130; Armario 2pts c/chave azul; 03/07/2008; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;87; Arquivo 4 gavetas mdp azul; 03/07/2008; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;88; Arquivo 4 gavetas mdp azul; 03/07/2008; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;89; Arquivo 4 gavetas mdp azul; 03/07/2008; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;310; Arquivo 4 gavetas mdp azul; 03/07/2008; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 39,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS;1612; Micro sistem portatil good line; 03/07/2008; BENS PARA LEILÃO; Baixado;R$ 30,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS;1504; Forno eletrico ITC premier; 03/07/2008; BENS PARA LEILÃO; Baixado;R$ 221,93; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Colchonete revestido 2,50X1,70; 24/06/2008; BENS PARA LEILÃO; Baixado;R$ 37,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Colchonete revestido 2,50X1,70; 24/06/2008; BENS PARA LEILÃO; Baixado;R$ 37,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Colchonete revestido 2,50X1,70; 24/06/2008; BENS PARA LEILÃO; Baixado;R$ 37,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Colchonete revestido 2,50X2,00; 24/06/2008; BENS INSERVÍVEIS; Baixado;R$ 398,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Colchonete revestido 2,50X2,00; 24/06/2008; BENS PARA LEILÃO; Baixado;R$ 39,80; Compra Normal
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 3 - INFORMATICA;97; IMPRESSORA HP 1460; 17/06/2008; ARQUIVO MORTO; Baixado;R$ 175,00; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 2 - ELETRONICOS;96; MODEM ADSL DLINK 5600E; 17/06/2008; CAMARA MUNICIPAL DE VEREADORES; Baixado;R$ 13,00; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPLEMENTOS AGRÍCOLAS;1221; Carreta agricola marca triton modelo TR-688 com 1 eixo, basculante c/freios e pneus; 16/06/2008; DIRETORIA DE AGRICULTURA; Ativo;R$ 434,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPLEMENTOS AGRÍCOLAS;805; Arado de aiveca com tres aivecas, marca metarlugica spillerelin/mod mesl/arado 3 aivecas tm5 chassi 50001 serie 50001 ano fabr 2008 classificação fiscal 0084321000; 16/06/2008; DIRETORIA DE AGRICULTURA; Ativo;R$ 608,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPLEMENTOS AGRÍCOLAS;806;" Trator agricola de rodas tl85 OKM, equipado com motor diesel com no minimo 88 cv de potencia, turbinado de serie de fabrica tracionado(4x), caixa de câmbio com 12 marchas a frente e 12 a re totalmente sincronizadas, tomada de força com engate independente de uso de embreages, freios em banho de oleo, tração dianteira com engate eletro hidraulico c/capacidade min. de levante 3.340kg, s/uso de cilindro aux. arco de segurança completo, c/capota sistema de sinalização com pisca alerta, farois alto e baixo, sinal de seta indicativa, tanque de combustivel c/capacidade para no minimo 110litros; classificação fiscal 0087019000 marca NEW HOLLAND LIN/MOD 0109/TL85 chassi Z7CB24773 serie L8ECR402139 ano fabr 2008"; 16/06/2008; MANUTENÇÃO DA SECRETARIA DE OBRAS E SERV; Ativo;R$ 9.780,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPLEMENTOS AGRÍCOLAS;4780; Roçadeira central e lateral com 1,60 de corte, com rendimento minimo 0,8A 1,4 HA/H com giro livre, transmissão direta, embreagem cardan com proteção, marca mec-rull LIN/MOD MEC /RDMR160 chassi 0802-11761 serie 0802-11761 ano fab. 2008 classificação fiscal 0084328000; 16/06/2008; DIRETORIA DE AGRICULTURA; Baixado;R$ 540,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;198;" Microcomputador intel pentium E6600 lore 2 DVD ( SERVIDOR ), configuração placa mbcard intel Dg33buc 1066mhz s/vir; 2 memórias 2GB DDR2 kingston; 2 hard disk 250GB sansung 7200 SATA; fonte ATX chaveada P4; teclado PS2 ABNT2; multimidia; mouse PS2 optcial, gravadora DVD; gabinete CMSTACKER erver - STC"; 30/05/2008; BENS PARA LEILÃO; Baixado;R$ 3.052,30; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; ESTABILIZADOR/NOBREAK;199; Nobreak SMS 1400VA net 3t ( SALA SERVIDOR ); 30/05/2008; MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃ; Ativo;R$ 59,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; DECORAÇÕES E ACESSÓRIOS; -; Placa em aço inox 40X50 p/escola darcy ribeiro; 07/05/2008; BENS INSERVÍVEIS; Baixado;R$ 836,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; DECORAÇÕES E ACESSÓRIOS;164; Placa aço inox 40X50 p/escola pingo de gente; 07/05/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 83,60; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; DECORAÇÕES E ACESSÓRIOS; -; Placa em aço inox 40X50 p/escola rua nova; 07/05/2008; BENS INSERVÍVEIS; Baixado;R$ 836,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;4752; Armario 2,20X2 suporte de papeis colmeia  colchão; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 228,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Armário 1,93X2,97X0,50 port.p/mant.; 30/04/2008; BENS PARA LEILÃO; Baixado;R$ 1.417,42; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;628; Balcão c/tampo CEREJEIRA; 30/04/2008; MANUTENÇÃO DO CONSELHO TUTELAR; Ativo;R$ 90,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;2156; ARMARIO MOCHILEIRO 1,20 6 PORTAS BCO FORMICA; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 82,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1630; BALCÃO COLMEIA 1,75X0,90; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 64,80; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1667; Tanque c/trocado de inox 1X0,60 c/cuba 0,70X0,45X0,75; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 111,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;626; Aéreo estilo colmeia 1,75X0,70; 30/04/2008; BENS INSERVÍVEIS; Baixado;R$ 239,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1671; Balcão 2,48X0,80X0,50 c/trocado; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 87,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1672; Tampo granito c/aba de louça 1,40X0,54; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 46,60; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1498; Balcão lid. 1,20X0,90 c/trocado; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 47,30; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Balcão 4,48X1,05 colmeia e armario p/6 colchão; 30/04/2008; BENS INSERVÍVEIS; Baixado;R$ 1.881,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1628; Armario 2,20X2 suporte de papeis colmeia  colchão; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 228,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1543; Armario medindo 2X1; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 82,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1608; Armario p/papeis 2,88X2,20; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 323,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1600; Armario p/guardar  colmeia sup. 3,53X2,20; 30/04/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 310,64; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL; -; Balcão p/pia 1,40X0,90; 30/04/2008; BENS INSERVÍVEIS; Baixado;R$ 529,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;1352; Pia inox 1,20X0,54; 30/04/2008; FUNDO MUNICIPAL DE SAUDE; Ativo;R$ 44,90; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;629; Balcão 1,40X0,80X0,40; 30/04/2008; BENS INSERVÍVEIS; Baixado;R$ 468,00; Compra Normal
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;86; FOTOS COLORIDAS RESINADAS DOS EX  PRESIDENTES DESTA CASA INDIVIDUAL; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 23,30; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;88; FOTOS COLORIDAS RESINADAS DOS EX  PRESIDENTES DESTA CASA INDIVIDUAL; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 23,30; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;85; FOTOS COLORIDAS RESINADAS DOS EX  PRESIDENTES DESTA CASA INDIVIDUAL; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 23,30; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;89; FOTOS COLORIDAS RESINADAS DOS EX  PRESIDENTES DESTA CASA INDIVIDUAL; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 23,30; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;84; FOTOS COLORIDAS RESINADAS DOS EX  PRESIDENTES DESTA CASA INDIVIDUAL; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 23,30; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;87; FOTOS COLORIDAS RESINADAS DOS EX  PRESIDENTES DESTA CASA INDIVIDUAL; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 23,30; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;90; FOTOS COLORIDAS RESINADAS DOS EX  PRESIDENTES DESTA CASA INDIVIDUAL; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 23,30; Compra
 CÂMARA MUNICIPAL BALNEÁRIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;94; CABEÇALHO GALERIA DOS EX PRESIDENTES; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 70,00; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;92; PLACA DA GESTÃO PREFETO E VEREADPORES 1 LEGISLATURA 2 LEGISLATURA 3 LEGISLATURA; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 45,40; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;91; PLACA DA GESTÃO PREFETO E VEREADPORES 1 LEGISLATURA 2 LEGISLATURA 3 LEGISLATURA; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 20,00; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;95; CABEÇALHO GALERIA DAS LEGISLATURA; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 70,00; Compra
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA; MOVEIS; Cod.: 6 - PLACAS;93; PLACA DA GESTÃO PREFETO E VEREADPORES 1 LEGISLATURA 2 LEGISLATURA 3 LEGISLATURA; 16/04/2008; CAMARA MUNICIPAL DE VEREADORES; Em uso;R$ 90,00; Compra
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;52;" MICROCOMPUTADOR INTEL DUAL CORE E2160 C/PLACA D945GNCL; 1 GB DE MEMÓRIA RAM; HD 160GB; PLACA VIDEO 256MB; GABINETE; TECLADO; MOUSE"; 09/04/2008; BENS PARA LEILÃO; Baixado;R$ 176,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;86; IMPRESSORA LASER SANSUNG ML 1610; 09/04/2008; BENS INSERVÍVEIS; Baixado;R$ 550,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;535; IMPRESSORA LASER SANSUNG 4200; 09/04/2008; BENS PARA LEILÃO; Baixado;R$ 79,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS;474; IMPRESSORA LASER SANSUNG ML 2010; 09/04/2008; MANUTENÇÃO DA SECRETARIA DE ARRECADAÇÃO; Ativo;R$ 69,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;158;" MICROCOMPUTADOR INTEL P4 C306; PLACA INTEL D945MPE 1GB; HDISK 80GB; PLACA VIDEO 256; GABINETE; TECLADO; MOUSE E MONITOR AOC 18,5''"; 09/04/2008; BENS INSERVÍVEIS; Baixado;R$ 2.130,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MICROCOMPUTADOR;837;" MICROCOMPUTADOR INTEL CORE 2 DVD E 4500 PLACA D945GCNL; 1GB MEMÓRIA RAM; HD 250GB; PLACA VIDEO 256; GABINETE; TECLADO E MOUSE"; 09/04/2008; FUNDO MUNICIPAL DE SAUDE; Baixado;R$ 197,50; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; IMPRESSORAS; -; Impressora laser sansung 4200; 28/03/2008; BENS INSERVÍVEIS; Baixado;R$ 790,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CÂMARA FOTOGRÁFICA; -;" Câmera digital sansung S600 c/ carregador de pilhas; memória SD 1GB"; 27/03/2008; BENS INSERVÍVEIS; Baixado;R$ 750,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; CÂMARA FOTOGRÁFICA;638;" CAMERA DIGITAL SANSUNG 5 600 C/CARREGADOR DE PILHAS; MEMORIA SD 1GB"; 27/03/2008; BENS INSERVÍVEIS; Baixado;R$ 356,25; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; MOBILIÁRIO EM GERAL;3729; FAX PANASONIC KX-932; 28/02/2008; BENS INSERVÍVEIS; Baixado;R$ 327,10; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; LIVROS; -; BIBLIOTECA PARA ENSINO FUNDAMENTAL DE 1 A 4 SÉRIE; 22/02/2008; BENS INSERVÍVEIS; Baixado;R$ 1.986,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; LIVROS; -; BIBLIOTECA PARA ENSINO FUNDAMENTAL DE 1 A 4 SÉRIE; 22/02/2008; BENS INSERVÍVEIS; Baixado;R$ 1.986,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; LIVROS; -; BIBLIOTECA PARA ENSINO FUNDAMENTAL DE 1 A 4 SÉRIE; 22/02/2008; BENS INSERVÍVEIS; Baixado;R$ 1.986,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Imóveis; Outros (Quadras, Pavilhões, Ginásio); -; Quadra de Esportes E.E.F. Albino Bernardino de Melo - Rua Nova; 01/02/2008; MANUTENÇÃO DA SECRETARIA DE EDUCAÇÃO; Ativo;R$ 32.388,40; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS;1899; CENTRAL MONITORIZADO; 25/01/2008; BENS PARA LEILÃO; Baixado;R$ 48,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS; -; MODULO GPAS; 25/01/2008; BENS INSERVÍVEIS; Baixado;R$ 680,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS; -; MODULO GPAS; 25/01/2008; BENS INSERVÍVEIS; Baixado;R$ 680,00; Compra Normal
 PREFEITURA MUNICIPAL DE BALNEÁRIO GAIVOTA; Móveis; APARELHOS ELETRO-ELETRÔNICOS; -; CENTRAL MONOTORADO; 25/01/2008; BENS INSERVÍVEIS; Baixado;R$ 480,00; Compra Normal
